"loan_id","id","state_code","application_type","emp_length","emp_title","grade","home_ownership","issue_date","last_credit_pull_date","last_payment_date","loan_status","next_payment_date","member_id","purpose","sub_grade","term","verification_status","annual_income","dti","installment","int_rate","loan_amount","total_acc","total_payment"
738,707388,"WA","INDIVIDUAL","3 years","Actionecho","B","RENT","11-03-2021","13-02-2021","11-09-2021","Fully Paid","11-10-2021",899730,"car","B2"," 36 months","Source Verified",45600,0.1442,290.41,0.1,9000,24,9143
739,781284,"NV","INDIVIDUAL","3 years","Tobyhanna Army Depot","B","RENT","11-06-2021","16-05-2021","13-03-2021","Fully Paid","13-04-2021",984123,"car","B3"," 36 months","Source Verified",160800,0.0775,157.13,0.1099,4800,34,5471
740,843173,"VA","INDIVIDUAL","3 years","U.S. Navy","B","RENT","11-08-2021","14-08-2021","14-08-2021","Fully Paid","14-09-2021",1053936,"car","B4"," 36 months","Source Verified",42072,0.0824,164.86,0.1149,5000,4,5935
741,845230,"KS","INDIVIDUAL","3 years","Knight transportation","B","RENT","11-08-2021","16-05-2021","14-08-2021","Fully Paid","14-09-2021",1056402,"car","B4"," 36 months","Source Verified",30000,0.074,247.29,0.1149,7500,13,8902
742,744325,"FL","INDIVIDUAL","4 years","bike america","B","RENT","11-05-2021","15-11-2021","13-03-2021","Fully Paid","13-04-2021",942790,"car","B3"," 36 months","Source Verified",52800,0.1195,293.79,0.1099,8975,17,10308
743,389660,"CA","INDIVIDUAL","6 years","David Fong, D.D.S.","B","RENT","09-04-2021","12-04-2021","12-04-2021","Fully Paid","12-05-2021",424070,"car","B5"," 36 months","Source Verified",51500,0.031,666.3,0.1221,20000,12,23987
744,609451,"NJ","INDIVIDUAL","< 1 year","awnings by bill lioyd llc","B","RENT","10-11-2021","15-02-2021","12-05-2021","Fully Paid","12-06-2021",781732,"car","B1"," 36 months","Source Verified",12000,0.05,190.47,0.0888,6000,10,6602
745,812943,"NY","INDIVIDUAL","< 1 year","Santaro Trucking Co","B","RENT","11-07-2021","14-07-2021","14-08-2021","Fully Paid","14-09-2021",1020244,"car","B3"," 36 months","Source Verified",19200,0.03,327.34,0.1099,10000,5,11784
746,1052196,"TX","INDIVIDUAL","< 1 year","Travis Central Appraisal District","B","RENT","11-12-2021","14-01-2021","13-12-2021","Fully Paid","13-01-2022",1283745,"car","B4"," 36 months","Source Verified",47000,0.0291,167.08,0.1242,5000,4,5577
747,883991,"FL","INDIVIDUAL","10+ years","","B","RENT","11-09-2021","12-10-2021","12-10-2021","Fully Paid","12-11-2021",1099327,"car","B5"," 36 months","Source Verified",200000,0.025,536.72,0.1269,16000,17,17765
748,664402,"CA","INDIVIDUAL","2 years","MillenWorks","B","RENT","11-02-2021","13-08-2021","13-08-2021","Fully Paid","13-09-2021",849543,"car","B1"," 36 months","Source Verified",62000,0.0279,256.76,0.0963,8000,8,9154
749,606603,"VA","INDIVIDUAL","7 years","US Army","B","RENT","10-11-2021","13-02-2021","13-01-2021","Fully Paid","13-02-2021",778186,"car","B3"," 36 months","Source Verified",48000,0.1925,128.36,0.0962,4000,20,4500
750,770260,"NY","INDIVIDUAL","8 years","USAF","B","RENT","11-06-2021","14-06-2021","14-06-2021","Fully Paid","14-07-2021",971872,"car","B4"," 36 months","Source Verified",72000,0.0067,329.72,0.1149,10000,16,11870
751,602589,"CA","INDIVIDUAL","2 years","Ricks Electric","B","RENT","10-10-2021","16-05-2021","13-05-2021","Fully Paid","13-06-2021",773168,"car","B3"," 36 months","Source Verified",25200,0.0262,118.73,0.0962,3700,7,4170
752,990430,"AZ","INDIVIDUAL","2 years","US Army","B","RENT","11-10-2021","15-04-2021","14-08-2021","Fully Paid","14-09-2021",1214411,"car","B5"," 36 months","Source Verified",28800,0.0396,218.05,0.1269,6500,11,7836
753,710582,"FL","INDIVIDUAL","3 years","Mattress Firm","B","RENT","11-03-2021","16-03-2021","13-03-2021","Fully Paid","13-04-2021",903347,"car","B4"," 36 months","Source Verified",54000,0.0709,130.47,0.1074,4000,24,4596
754,999669,"CA","INDIVIDUAL","4 years","kohls","B","RENT","11-10-2021","16-05-2021","14-10-2021","Fully Paid","14-11-2021",1225058,"car","B4"," 36 months","Source Verified",20000,0.0474,267.33,0.1242,8000,8,9620
755,882760,"CA","INDIVIDUAL","< 1 year","Formula Public Relations","B","RENT","11-09-2021","13-04-2021","13-05-2021","Fully Paid","13-06-2021",1098001,"car","B4"," 36 months","Source Verified",30000,0.1568,66.84,0.1242,2000,28,2298
756,666141,"NY","INDIVIDUAL","< 1 year","Frank Felino Architect","B","RENT","11-02-2021","15-02-2021","11-08-2021","Fully Paid","11-09-2021",851664,"car","B5"," 36 months","Source Verified",36000,0.183,157.4,0.1111,4800,15,5051
757,698460,"CA","INDIVIDUAL","< 1 year","W Hotel","B","RENT","11-03-2021","16-02-2021","14-05-2021","Fully Paid","14-06-2021",889906,"car","B5"," 36 months","Source Verified",36000,0.1173,327.91,0.1111,10000,11,11996
758,633453,"MN","INDIVIDUAL","4 years","Perkins","B","RENT","10-12-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",811539,"car","B1"," 36 months","Source Verified",10800,0.1889,79.36,0.0888,2500,16,2819
759,680444,"PA","INDIVIDUAL","3 years","Pepsi Bottling Company","B","RENT","11-02-2021","13-11-2021","11-09-2021","Fully Paid","11-10-2021",869249,"car","B5"," 36 months","Source Verified",74880,0.2155,114.77,0.1111,3500,24,3683
760,580245,"TX","INDIVIDUAL","4 years","Netjets Aviation Inc.","B","RENT","10-09-2021","15-10-2021","13-05-2021","Fully Paid","13-06-2021",745932,"car","B4"," 36 months","Source Verified",80000,0.2133,247.29,0.1149,7500,39,8880
761,740551,"CO","INDIVIDUAL","< 1 year","N W Service Enterprises INC","B","RENT","11-04-2021","16-05-2021","14-05-2021","Fully Paid","14-06-2021",938281,"car","B1"," 36 months","Source Verified",19200,0.0669,161.32,0.0999,5000,6,5807
762,741868,"NV","INDIVIDUAL","< 1 year","Titanium Metals Corporation","B","RENT","11-05-2021","13-03-2021","13-03-2021","Fully Paid","13-04-2021",939876,"car","B2"," 36 months","Source Verified",41600,0.0366,260.36,0.1059,8000,5,9143
763,726232,"IL","INDIVIDUAL","1 year","Owens Corning","B","RENT","11-04-2021","13-02-2021","13-01-2021","Fully Paid","13-02-2021",921570,"car","B4"," 36 months","Source Verified",40000,0.1929,212.01,0.1074,6500,18,7416
764,1002790,"NV","INDIVIDUAL","3 years","Reno iPhone iPod Repair","B","RENT","11-10-2021","14-11-2021","14-11-2021","Fully Paid","14-12-2021",1228866,"car","B1"," 36 months","Source Verified",30000,0.0986,135.35,0.0991,4200,32,4872
765,683909,"IL","INDIVIDUAL","< 1 year","Advanced Technology Services","B","RENT","11-02-2021","14-03-2021","14-03-2021","Fully Paid","14-04-2021",873292,"car","B3"," 36 months","Source Verified",40000,0.2274,81.11,0.1037,2500,23,2920
766,669286,"TX","INDIVIDUAL","1 year","pizza hut","B","RENT","11-02-2021","15-07-2021","14-02-2021","Fully Paid","14-03-2021",855754,"car","B2"," 36 months","Source Verified",14400,0.1933,96.81,0.1,3000,14,3485
767,390193,"WI","INDIVIDUAL","3 years","Group Acumen","B","RENT","09-04-2021","16-05-2021","11-05-2021","Fully Paid","11-06-2021",425024,"car","B2"," 36 months","Source Verified",72000,0.0373,312.21,0.1126,9500,25,11054
768,634978,"CA","INDIVIDUAL","1 year","Kellwood Company","C","RENT","10-12-2021","14-01-2021","14-01-2021","Fully Paid","14-02-2021",813425,"car","C1"," 36 months","Source Verified",45000,0.0589,333.25,0.1223,10000,7,11997
769,684571,"CA","INDIVIDUAL","1 year","TEL EXCEL INC","C","RENT","11-03-2021","16-05-2021","12-04-2021","Fully Paid","12-05-2021",874062,"car","C2"," 36 months","Source Verified",23766,0.0833,60.71,0.1306,1800,7,2018
770,495971,"FL","INDIVIDUAL","10+ years","Miami air international","C","RENT","10-03-2021","16-05-2021","13-04-2021","Fully Paid","13-05-2021",635400,"car","C5"," 36 months","Source Verified",120000,0.1447,164.57,0.1422,4800,31,5924
771,882700,"CA","INDIVIDUAL","2 years","Seapointe","C","RENT","11-09-2021","14-09-2021","14-10-2021","Fully Paid","14-11-2021",1097946,"car","C1"," 36 months","Source Verified",19200,0.0763,67.87,0.1349,2000,3,2443
772,395663,"NY","INDIVIDUAL","2 years","","C","RENT","09-05-2021","15-10-2021","12-05-2021","Fully Paid","12-06-2021",246583,"car","C5"," 36 months","Source Verified",70000,0.2153,238.53,0.1379,7000,12,8587
773,552806,"NJ","INDIVIDUAL","4 years","ABM/Cushman Wakefield","C","RENT","10-08-2021","14-01-2021","13-08-2021","Fully Paid","13-09-2021",712316,"car","C3"," 36 months","Source Verified",107000,0.0733,136.68,0.1398,4000,12,4921
774,845342,"CA","INDIVIDUAL","9 years","NDS Americas","C","RENT","11-09-2021","16-03-2021","13-09-2021","Fully Paid","13-10-2021",1056532,"car","C1"," 36 months","Source Verified",170000,0.1626,572.72,0.1299,17000,14,20160
775,639770,"MA","INDIVIDUAL","2 years","Injured Workers Pharmacy","C","RENT","11-01-2021","11-02-2021","11-02-2021","Fully Paid","11-03-2021",819023,"car","C3"," 36 months","Source Verified",23000,0.156,261.06,0.1298,7750,6,7835
776,748900,"TX","INDIVIDUAL","3 years","M.L. Wisner","C","RENT","11-05-2021","14-05-2021","14-06-2021","Fully Paid","14-07-2021",948037,"car","C2"," 36 months","Source Verified",57600,0.1173,178.99,0.1349,5275,11,6443
777,406896,"DC","INDIVIDUAL","1 year","OvS","C","RENT","09-06-2021","10-03-2021","10-03-2021","Fully Paid","10-04-2021",421981,"car","C3"," 36 months","Source Verified",45150,0.1882,607.87,0.1316,18000,15,19610
778,435921,"MI","INDIVIDUAL","4 years","Hi Lex Controls, Inc","C","RENT","09-08-2021","16-05-2021","12-09-2021","Fully Paid","12-10-2021",521210,"car","C2"," 36 months","Source Verified",39500,0.0112,169.01,0.1322,5000,9,6084
779,894548,"NY","INDIVIDUAL","8 years","Diocese of Long Island","C","RENT","11-09-2021","16-03-2021","14-02-2021","Fully Paid","14-03-2021",1169145,"car","C5"," 36 months","Source Verified",50000,0.0943,168.66,0.1596,4800,17,5940
780,769097,"NY","INDIVIDUAL","< 1 year","Hudson Health Plan","C","RENT","11-05-2021","16-04-2021","14-02-2021","Fully Paid","14-03-2021",970523,"car","C1"," 36 months","Source Verified",42500,0.0274,134.76,0.1299,4000,7,4837
781,773247,"VA","INDIVIDUAL","6 years","Ted Britt Ford","C","RENT","11-06-2021","11-11-2021","11-10-2021","Fully Paid","11-11-2021",975272,"car","C5"," 36 months","Source Verified",30000,0.0764,146.07,0.1523,4200,5,4406
782,778066,"CA","INDIVIDUAL","< 1 year","Market City Caffe","C","RENT","11-06-2021","16-02-2021","13-03-2021","Fully Paid","13-04-2021",980603,"car","C1"," 36 months","Source Verified",35000,0.0549,67.38,0.1299,2000,10,2343
783,514858,"IL","INDIVIDUAL","2 years","Tifanny & Company","C","RENT","10-05-2021","13-05-2021","13-05-2021","Fully Paid","13-06-2021",665527,"car","C2"," 36 months","Source Verified",70000,0.1306,269.96,0.1311,8000,12,9719
784,978779,"IL","INDIVIDUAL","< 1 year","Groupon, Inc","C","RENT","11-10-2021","13-12-2021","13-11-2021","Fully Paid","13-12-2021",1201628,"car","C1"," 36 months","Source Verified",58000,0.137,288.41,0.1349,8500,22,10179
785,794846,"CA","INDIVIDUAL","4 years","Superior Mobile Medics","C","RENT","11-06-2021","16-05-2021","14-07-2021","Fully Paid","14-08-2021",999510,"car","C3"," 36 months","Source Verified",38400,0.1144,119.61,0.1399,3500,7,4306
786,782285,"MN","INDIVIDUAL","< 1 year","Sporty's Pub","D","RENT","11-06-2021","14-09-2021","13-03-2021","Fully Paid","13-04-2021",985260,"car","D2"," 36 months","Source Verified",15000,0.0464,178.74,0.1719,5000,7,6152
787,720540,"CA","INDIVIDUAL","< 1 year","Adrian Yi","D","RENT","11-04-2021","14-05-2021","14-05-2021","Fully Paid","14-06-2021",915008,"car","D3"," 36 months","Source Verified",25000,0.0624,83.53,0.1528,2400,4,3037
788,736534,"AZ","INDIVIDUAL","1 year","Thunderbird Adventist Academy","D","RENT","11-05-2021","15-06-2021","14-05-2021","Fully Paid","14-06-2021",933494,"car","D1"," 36 months","Source Verified",35000,0.0682,137.77,0.1454,4000,10,4959
789,384068,"LA","INDIVIDUAL","1 year","Brother Martin High School","D","RENT","09-03-2021","10-08-2021","10-09-2021","Fully Paid","10-10-2021",414807,"car","D4"," 36 months","Source Verified",33000,0.1178,156.12,0.1505,4500,31,5203
790,523530,"VA","INDIVIDUAL","4 years","Kroger Co","D","RENT","10-06-2021","15-08-2021","13-06-2021","Fully Paid","13-07-2021",677368,"car","D1"," 36 months","Source Verified",20800,0.1887,110.68,0.1484,3200,5,3985
791,811484,"NM","INDIVIDUAL","4 years","FLYNG STAR CAFE","D","RENT","11-07-2021","15-09-2021","13-07-2021","Fully Paid","13-08-2021",1018520,"car","D3"," 36 months","Source Verified",24000,0.135,177,0.1649,5000,10,6194
792,403941,"AZ","INDIVIDUAL","< 1 year","The Art Institute of Phoenix","E","RENT","09-05-2021","13-09-2021","11-06-2021","Fully Paid","11-07-2021",449996,"car","E2"," 36 months","Source Verified",4800,0.05,84.38,0.16,2400,5,2970
793,625156,"CA","INDIVIDUAL","10+ years","Great Reunions","D","RENT","10-12-2021","16-05-2021","14-01-2021","Fully Paid","14-02-2021",801192,"car","D4"," 36 months","Source Verified",23500,0.0286,203.37,0.152,5850,5,7340
794,848888,"NC","INDIVIDUAL","2 years","Sierra Nevada Corp","A","MORTGAGE","11-08-2021","11-09-2021","11-09-2021","Fully Paid","11-10-2021",1060562,"car","A5"," 36 months","Source Verified",86748,0.1076,315.63,0.0849,10000,10,10071
795,632430,"PA","INDIVIDUAL","10+ years","Harchuck Construction","A","MORTGAGE","10-12-2021","13-12-2021","14-01-2021","Fully Paid","14-02-2021",810176,"car","A3"," 36 months","Source Verified",32000,0.1046,69.39,0.0617,2275,19,2498
796,559528,"TX","INDIVIDUAL","3 years","VENTURE MECHANICAL, INC.","A","MORTGAGE","10-08-2021","15-09-2021","12-11-2021","Fully Paid","12-12-2021",720261,"car","A5"," 36 months","Source Verified",67500,0.054,93.85,0.0788,3000,38,3367
797,641341,"IL","INDIVIDUAL","8 years","Illinois Transport inc.","B","MORTGAGE","11-01-2021","11-10-2021","11-10-2021","Fully Paid","11-11-2021",820949,"car","B1"," 36 months","Source Verified",81000,0.0055,317.44,0.0888,10000,35,10580
798,682833,"FL","INDIVIDUAL","4 years","Kimsey & DeBari, P.A.","C","MORTGAGE","11-03-2021","16-05-2021","12-05-2021","Fully Paid","12-06-2021",872085,"car","C5"," 36 months","Source Verified",125000,0.2419,507.06,0.1417,14800,21,16872
799,1025585,"TX","INDIVIDUAL","5 years","US Computer Corp. - Chevron","C","MORTGAGE","11-11-2021","16-05-2021","13-03-2021","Fully Paid","13-04-2021",1254746,"car","C2"," 36 months","Source Verified",75000,0.0184,137.24,0.1427,4000,17,4611
800,635885,"OH","INDIVIDUAL","8 years","Madison County Engineers","C","OWN","10-12-2021","14-08-2021","13-04-2021","Fully Paid","13-05-2021",814593,"car","C4"," 36 months","Source Verified",88000,0.0395,203.18,0.1335,6000,28,7217
801,718797,"FL","INDIVIDUAL","1 year","bal gas propane","A","RENT","11-04-2021","15-04-2021","13-02-2021","Fully Paid","13-03-2021",913058,"car","A5"," 36 months","Source Verified",47000,0.0202,165.26,0.0766,5300,16,5843
802,793621,"MN","INDIVIDUAL","10+ years","Consolidated Container","B","RENT","11-06-2021","15-08-2021","14-07-2021","Fully Paid","14-08-2021",998145,"car","B2"," 36 months","Source Verified",28800,0.21,162.73,0.1059,5000,7,5858
803,679780,"NV","INDIVIDUAL","1 year","General Moly Inc","B","RENT","11-02-2021","14-03-2021","12-10-2021","Fully Paid","12-11-2021",868413,"car","B2"," 36 months","Source Verified",54000,0.1633,203.29,0.1,6300,38,7072
804,389170,"OH","INDIVIDUAL","5 years","Mahershalash LLC dba Frullati cafe","A","MORTGAGE","09-04-2021","16-05-2021","10-01-2021","Charged Off","10-02-2021",423147,"car","A2"," 36 months","Verified",69996,0.1262,374.29,0.0768,12000,35,3151
805,558758,"CA","INDIVIDUAL","10+ years","LAUSD","B","MORTGAGE","10-08-2021","11-09-2021","11-04-2021","Charged Off","11-05-2021",719246,"car","B5"," 36 months","Verified",78000,0.1029,165.74,0.1186,5000,24,2375
806,706518,"GA","INDIVIDUAL","10+ years","Department of the Army","B","MORTGAGE","11-03-2021","13-10-2021","13-05-2021","Charged Off","13-06-2021",898735,"car","B1"," 36 months","Verified",98100,0.1769,224.66,0.0963,7000,23,5766
807,635771,"LA","INDIVIDUAL","3 years","","B","MORTGAGE","10-12-2021","16-05-2021","11-11-2021","Charged Off","11-12-2021",814442,"car","B4"," 36 months","Verified",38000,0.1446,145.19,0.0999,4500,12,1446
808,349789,"TX","INDIVIDUAL","10+ years","CMC Capitol City Steel","C","MORTGAGE","08-06-2021","10-09-2021","10-03-2021","Charged Off","10-04-2021",351611,"car","C5"," 36 months","Verified",42000,0.2166,166.77,0.1229,5000,16,3897
809,794680,"CA","INDIVIDUAL","10+ years","State if Calif","C","MORTGAGE","11-06-2021","16-05-2021","12-04-2021","Charged Off","12-05-2021",999330,"car","C5"," 36 months","Verified",54902.52,0.2308,208.67,0.1523,6000,49,1869
810,356798,"PA","INDIVIDUAL","9 years","Citizens Bank","C","MORTGAGE","08-10-2021","10-03-2021","09-10-2021","Charged Off","09-11-2021",362283,"car","C5"," 36 months","Verified",63000,0.0676,219.14,0.1304,6500,47,2625
811,878872,"WI","INDIVIDUAL","2 years","RedBrick Health","D","MORTGAGE","11-09-2021","16-05-2021","12-12-2021","Charged Off","12-01-2022",1093649,"car","D1"," 36 months","Verified",133000,0.1203,423.61,0.1629,12000,33,6346
812,386587,"NJ","INDIVIDUAL","1 year","Dept of Homeland Security","C","OTHER","09-04-2021","09-11-2021","09-06-2021","Charged Off","09-07-2021",418979,"car","C1"," 36 months","Verified",37800,0.1038,334.67,0.1253,10000,24,1098
813,464399,"VA","INDIVIDUAL","2 years","Booz Allen Hamilton","E","OWN","09-12-2021","12-09-2021","12-05-2021","Charged Off","12-06-2021",582056,"car","E5"," 36 months","Verified",57000,0.0684,734.83,0.1774,20400,6,20830
814,472483,"GA","INDIVIDUAL","10+ years","Jacob Inc","A","RENT","10-01-2021","11-06-2021","11-02-2021","Charged Off","11-03-2021",596610,"car","A1"," 36 months","Verified",54000,0.07,587.1,0.0705,19000,4,6337
815,440154,"FL","INDIVIDUAL","2 years","Macy's","A","RENT","09-09-2021","12-01-2021","11-09-2021","Charged Off","11-10-2021",532757,"car","A4"," 36 months","Verified",20004,0.087,63.23,0.0859,2000,6,1401
816,388538,"MD","INDIVIDUAL","2 years","United Health Care","A","RENT","09-04-2021","16-05-2021","10-03-2021","Charged Off","10-04-2021",422066,"car","A4"," 36 months","Verified",63504,0.0835,527.13,0.0932,16500,30,5797
817,857618,"CA","INDIVIDUAL","4 years","Farmer Brothers Coffee Co.","A","RENT","11-08-2021","13-09-2021","13-05-2021","Charged Off","13-06-2021",1070102,"car","A5"," 36 months","Verified",50400,0.1357,236.73,0.0849,7500,27,4808
818,437200,"IL","INDIVIDUAL","< 1 year","TinWerks Corporation","A","RENT","09-09-2021","16-05-2021","11-04-2021","Charged Off","11-05-2021",524652,"car","A5"," 36 months","Verified",85000,0.1201,305.01,0.0894,9600,32,5786
819,434591,"CA","INDIVIDUAL","4 years","GameStop","A","RENT","09-08-2021","16-05-2021","11-09-2021","Charged Off","11-10-2021",518539,"car","A5"," 36 months","Verified",65000,0.1224,127.09,0.0894,4000,8,3042
820,726300,"FL","INDIVIDUAL","5 years","jerry leigh","B","RENT","11-04-2021","11-11-2021","11-06-2021","Charged Off","11-07-2021",921650,"car","B3"," 36 months","Verified",27600,0.0174,324.42,0.1037,10000,10,762
821,393966,"MO","INDIVIDUAL","4 years","Self Employed","C","RENT","09-04-2021","10-07-2021","10-03-2021","Charged Off","10-04-2021",432319,"car","C2"," 36 months","Verified",58106,0.0023,168.09,0.1284,5000,16,1285
822,844298,"TX","INDIVIDUAL","8 years","Army","C","RENT","11-08-2021","13-09-2021","13-04-2021","Charged Off","13-05-2021",1055209,"car","C2"," 36 months","Verified",45000,0.2157,152.69,0.1349,4500,19,3194
823,660819,"CA","INDIVIDUAL","7 years","Nutrimedia, LLC","C","RENT","11-02-2021","12-01-2021","11-08-2021","Charged Off","11-09-2021",845158,"car","C2"," 36 months","Verified",84000,0.1899,337.23,0.1306,10000,10,2409
824,751543,"CA","INDIVIDUAL","4 years","In Home Support Services","D","RENT","11-05-2021","12-10-2021","12-05-2021","Charged Off","12-06-2021",950992,"car","D5"," 36 months","Verified",9600,0.0975,105.9,0.1749,2950,4,1375
825,580279,"OK","INDIVIDUAL","1 year","MSCI Inc","A","MORTGAGE","10-10-2021","12-12-2021","12-11-2021","Fully Paid","12-12-2021",745977,"car","A5"," 36 months","Verified",43000,0.086,125.13,0.0788,4000,13,4452
