"emp_id","emp_title","emp_length"
3832,"Synergetics, Inc","< 1 year"
3833,"Redi2 Technologies","< 1 year"
3834,"CHR Solutions, Inc.","< 1 year"
3835,"Raydon","< 1 year"
3836,"YCLTC","< 1 year"
3837,"Deloitte","< 1 year"
3838,"B.B. Chemicals, Inc.","< 1 year"
3839,"","1 year"
3840,"melick-tully and assoc","10+ years"
3841,"John Brown University","10+ years"
3842,"Aap st Mary corp","10+ years"
3843,"Bridgers and Paxton Consulting Engineers","3 years"
3844,"COLLEGESOURCE, INC.","5 years"
3845,"Montgomery ISD","5 years"
3846,"Scranton Orthopaedics","5 years"
3847,"Bioquell Inc","6 years"
3848,"Honda Transmission","6 years"
3849,"Centercode, Inc","7 years"
3850,"njsea","8 years"
3851,"Peoples Energy","8 years"
3852,"Chase Corporation","9 years"
3853,"Market Strategies International","9 years"
3854,"NASA","9 years"
3855,"School District of Philadelphia","9 years"
3856,"BCD Travel","< 1 year"
3857,"Liminal Group","< 1 year"
3858,"Ford Motor Comp.","10+ years"
3859,"Smallwood Sign Company","10+ years"
3860,"Town of Wellfleet, Massachusetts","10+ years"
3861,"American Health Imformation Management Association","3 years"
3862,"Interpublic Group of Companies","3 years"
3863,"First Community Bank","4 years"
3864,"Viskase Companies","< 1 year"
3865,"Charles County Sheriff Office","10+ years"
3866,"AT&T","1 year"
3867,"VFC","1 year"
3868,"Wells Fargo","1 year"
3869,"Caddo Parish School System","10+ years"
3870,"MODESTO IRRIGATION DISTRICT","10+ years"
3871,"interscape construction","10+ years"
3872,"ALLtra Corp.","10+ years"
3873,"","10+ years"
3874,"Connolly Bove Lodge & Hutz","10+ years"
3875,"Valley Hi Toyota","10+ years"
3876,"American Medical Response","10+ years"
3877,"kroger inc","10+ years"
3878,"Allegis Group Services","10+ years"
3879,"Bexar County","10+ years"
3880,"Strictly Business Computer Systems","10+ years"
3881,"City of Greenville","10+ years"
3882,"UNC Chapel Hill","2 years"
3883,"Healthland","2 years"
3884,"CALco","2 years"
3885,"Law Firm","2 years"
3886,"Red Ventures","2 years"
3887,"DISA CONUS","2 years"
3888,"Circle four farms","3 years"
3889,"The Crone Law Group","4 years"
3890,"Little Rock School District","4 years"
3891,"The Evergreen Corporation","4 years"
3892,"The Canyon at PeacePark","5 years"
3893,"Placentia yorba linda USD","6 years"
3894,"Sony Corporation","6 years"
3895,"Sycuan Casino","6 years"
3896,"Agape Employment","6 years"
3897,"Family Credit Management Services","7 years"
3898,"RJL Wealth Management, LLC","7 years"
3899,"Maryvale UFSD","8 years"
3900,"Southern California Edison","8 years"
3901,"Grayhill Inc.","< 1 year"
3902,"CAO","< 1 year"
3903,"Yahoo!","< 1 year"
3904,"Accurate Industries","1 year"
3905,"High Point Treatment Center","10+ years"
3906,"Douglas County Public Library","10+ years"
3907,"Meridian","3 years"
3908,"Haley Builders","3 years"
3909,"The Children's House Montessori School","3 years"
3910,"MGIC Insurance","7 years"
3911,"Global Green Insurance Agency","1 year"
3912,"Blackhawk Network","1 year"
3913,"PC-Doctor, Inc.","1 year"
3914,"rivercross hospice","1 year"
3915,"downingtown area school district","10+ years"
3916,"","10+ years"
3917,"U.S.Postal Service","10+ years"
3918,"A. Schulman, Inc.","10+ years"
3919,"LDS Church","10+ years"
3920,"US Navy","10+ years"
3921,"UMASS Memorial Medical Center","2 years"
3922,"United Insurance","2 years"
3923,"Wyoming State Hospital","2 years"
3924,"Richly Interactive, Inc.","2 years"
3925,"TQS","3 years"
3926,"Amalgamated Bank","4 years"
3927,"Motorcycle USA","4 years"
3928,"Experian","4 years"
3929,"LANAUX & FELGER CPAS","4 years"
3930,"Guilford County Schools","4 years"
3931,"First Assembly of God","5 years"
3932,"USAF","6 years"
3933,"Harris County Hospital District","8 years"
3934,"Halliburton","9 years"
3935,"The Conway National Bank","5 years"
3936,"The Just Company","1 year"
3937,"Albany Molecular Research, Inc. (AMRI)","10+ years"
3938,"U.S. Treasury Department","10+ years"
3939,"NBC Universal","10+ years"
3940,"Rialto unified School District","10+ years"
3941,"Bermuda Commons","2 years"
3942,"urban associates","2 years"
3943,"Chicago Public Schools","3 years"
3944,"Fidelity Investments","3 years"
3945,"Continental Mortgage","5 years"
3946,"shopzilla.com","5 years"
3947,"General Electric","5 years"
3948,"Javed Corporation","6 years"
3949,"Hartline, Dacus, Barger, Dreyer & Kern","9 years"
3950,"Wells Fargo","10+ years"
3951,"","10+ years"
3952,"The Monitor","10+ years"
3953,"CCboe","2 years"
3954,"Woda Construction, Inc","6 years"
3955,"SPEC OPS PROTECTION","8 years"
3956,"Davincian Tech","< 1 year"
3957,"Lindmore Irrigation District","2 years"
3958,"County of Riverside DPSS","10+ years"
3959,"Cadforce","2 years"
3960,"LCM Architects","10+ years"
3961,"CIT Group","10+ years"
3962,"Mainfreight","2 years"
3963,"Lurie & Co, CPA's P.C.","3 years"
3964,"Small Law Firm","3 years"
3965,"Stockbridge Communuty Schools","5 years"
3966,"Watch Systems","6 years"
3967,"Antelope Valley College","7 years"
3968,"E-Z Rent-A-Car","8 years"
3969,"The Restored Church of God","9 years"
3970,"UNITED TRANZACTIONS","< 1 year"
3971,"walmart.com","< 1 year"
3972,"Half hollow hills school district","10+ years"
3973,"GBH CPAs","1 year"
3974,"US Government Maxwell AFB, AL","1 year"
3975,"Middletown Fire Protection District","10+ years"
3976,"Gwinnett County BOE - Mill Creek HS","10+ years"
3977,"Parametrix","10+ years"
3978,"Army National Guard","10+ years"
3979,"Educational Testing Service","2 years"
3980,"WILL-BURT","3 years"
3981,"Branch Properties, Inc.","4 years"
3982,"Eastside Cannery Casino","< 1 year"
3983,"U.S. Army","10+ years"
3984,"Department of Veteranss Affairs","10+ years"
3985,"usa environmental","10+ years"
3986,"The John Marshall Law School","4 years"
3987,"David A. Axerlrod & Associates","7 years"
3988,"Applebees","10+ years"
3989,"Department of Defense","10+ years"
3990,"Palletized Trucking Inc","10+ years"
3991,"C.H.I.","2 years"
3992,"NRG Energy","2 years"
3993,"West-Tech Contracting, Inc.","4 years"
3994,"Hilmar Cheese Company","4 years"
3995,"Gainesville Police Department","10+ years"
3996,"","10+ years"
3997,"WMS Gaming","< 1 year"
3998,"american airlines","10+ years"
3999,"US Bank N.A","5 years"
4000,"NetJets","8 years"
4001,"Instrumentation Laboratory","2 years"
